Unnamed: 0,Question,A,B,C,D,Answer,Subject,Subcategory
174,There is general consensus among paleoanthropologists that anatomically modern humans:,"migrated out of Africa into western Europe between 150,000 and 200,000 years ago and then spread into Asia, Australia, and the Americas.","evolved in Asia between 100,000 and 50,000 years ago, and then migrated into Africa, Europe, Australia, and the Americas.","evolved independently and simultaneously in Africa, Europe, and Asia and then migrated into Australia and the Americas.","migrated out of Africa into Southwest Asia between 150,000 and 100,000 years ago and then spread into Europe, Asia, Australia, and the Americas.",D,prehistory,history
72,"This question refers to the following information.
First we must remark that the cosmos is spherical in form, partly because this form being a perfect whole requiring no joints, is the most complete of all, partly because it makes the most capacious form, which is best suited to contain and preserve everything; or again because all the constituent parts of the universe, that is the sun, moon and the planets appear in this form; or because everything strives to attain this form, as appears in the case of drops of water and other fluid bodies if they attempt to define themselves. So no one will doubt that this form belongs to the heavenly bodies. â€¦
That the earth is also spherical is therefore beyond question, because it presses from all sides upon its center. Although by reason of the elevations of the mountains and the depressions of the valleys a perfect circle cannot be understood, yet this does not affect the general spherical nature of the earth. â€¦
As it has been already shown that the earth has the form of a sphere, we must consider whether a movement also coincides with this form, and what place the earth holds in the universe. â€¦ The great majority of authors of course agree that the earth stands still in the center of the universe, and consider it inconceivable and ridiculous to suppose the opposite. But if the matter is carefully weighed, it will be seen that the question is not yet settled and therefore by no means to be regarded lightly. Every change of place which is observed is due, namely, to a movement of the observed object or of the observer, or to movements of both. â€¦ Now it is from the earth that the revolution of the heavens is observed and it is produced for our eyes. Therefore if the earth undergoes no movement this movement must take place in everything outside of the earth, but in the opposite direction than if everything on the earth moved, and of this kind is the daily revolution. So this appears to affect the whole universe, that is, everything outside the earth with the single exception of the earth itself. If, however, one should admit that this movement was not peculiar to the heavens, but that the earth revolved from west to east, and if this was carefully considered in regard to the apparent rising and setting of the sun, the moon and the stars, it would be discovered that this was the real situation.""
Nicolas Copernicus, The Revolutions of the Heavenly Bodies, 1543
From the passage, one could argue that Copernicus was working in",the Aristotelian tradition,the natural magic tradition,the skeptical tradition,the Platonic/Pythagorean tradition,C,high_school_european_history,history
55,"This question refers to the following information.
The man who mounted the steps of the Capitol, March 4, 1801, to claim the place of an equal between Pitt and Bonaparte, possessed a character which showed itself in acts; but person and manner can be known only by contemporaries, and the liveliest description was worth less than a moment of personal contact. Jefferson was very tall, six feet two-and-a-half inches in height; sandy-complexioned; shy in manner, seeming cold; awkward in attitude, and with little in his bearing that suggested command.â€¦ His skin was thin, peeling from his face on exposure to the sun, giving it a tettered appearance. This sandy face, with hazel eyes and sunny aspect; this loose, shackling person; this rambling and often brilliant conversation, belonged to the controlling influences of American history, more necessary to the story than three-fourths of the official papers, which only hid the truth. Jefferson's personality during these eight years appeared to be the government, and impressed itself, like that of Bonaparte, although by a different process, on the mind of the nation. In the village simplicity of Washington, he was more than a king, for he was alone in social as well as in political pre-eminence. Except the British Legation, no house in Washington was open to general society; the whole mass of politicians, even the Federalists, were dependent on Jefferson and ""The Palace"" for amusement; and if they refused to go there, they ""lived like bears, brutalized and stupefied.""
â€”Henry Adams, History of the United States During the Administration of Thomas Jefferson, 1889
According to Henry Adams, the city of Washington in 1801 was",the hub of American economic power,"rapidly turning into the ""Paris"" of North America",still an underdeveloped cultural backwater,still under the control of the British,C,high_school_us_history,history
288,"Monk's Mound, at the Mississippian center of Cahokia, served as:",a lookout or fire tower.,a meeting ground for egalitarian tribes.,a burial monument.,the base for one or more important buildings.,D,prehistory,history
164,"This question refers to the following information.
Read the following governmental regulation.
Press Law
So long as this decree shall remain in force no publication which appears in the form of daily issues, or as a serial not exceeding twenty sheets of printed matter, shall go to press in any state of the union without the previous knowledge and approval of the state officials. Writings which do not belong to one of the above-mentioned classes shall be treated according to the laws now in force, or which may be enacted, in the individual states of the union. . . . Each state of the union is responsible, not only to the state against which the offense is directly committed, but to the whole Confederation, for every publication appearing under its supervision in which the honor or security of other states is infringed or their constitution or administration attacked. . . .
â€”Carlsbad Resolutions adopted by the Germanic States, 1819
Which of the following nineteenth-century figures would have been the LEAST likely to oppose those liberals described in the above decrees?",Pope Pius IX,Klemens Von Metternich,Giuseppe Mazzini,William Frederick I,C,high_school_european_history,history
63,"This question refers to the following information.
Read the following letter.
It happened . . . that a Spaniard saw an Indian . . . eating a piece of flesh taken from the body of an Indian who had been killed. . . . I had the culprit burned, explaining that the cause was his having killed that Indian and eaten him[,] which was prohibited by Your Majesty, and by me in Your Royal name. I further made the chief understand that all the people . . . must abstain from this custom. . . . I came . . . to protect their lives as well as their property, and to teach them that they were to adore but one God[,] . . . that they must turn from their idols, and the rites they had practiced until then, for these were lies and deceptions which the devil . . . had invented. . . . I, likewise, had come to teach them that Your Majesty, by the will of Divine Providence, rules the universe, and that they also must submit themselves to the imperial yoke, and do all that we who are Your Majesty's ministers here might order them.
â€”Hernan Cortez, Fifth Letter to Holy Roman Emperor Charles V, 1521
Which of the following superior technologies was most crucial to the Europeans' success in the New World?",New sailing technologies like the compass and the astrolabe,New ships like the carrack and caravel,Weapons like cannon and war horses,Better educational systems that taught navigation and warfare,C,high_school_european_history,history
215,Why did the spear-thrower represent a useful innovation and to when does it date?,It made warfare so deadly that it became obsolete beginning in the Middle Paleolithic and Middle Stone Age.,It allowed artistic expression by hunters beginning in the Middle Paleolithic and Middle Stone Age.,It launched larger spears more quickly and more frequently beginning in the Upper Paleolithic and Late Stone Age.,It launched projectiles with greater force and accuracy beginning in the Upper Paleolithic and Late Stone Age.,D,prehistory,history
100,"This question refers to the following information.
They ask us how we shall govern these new possessions. I answer: Out of local conditions and the necessities of the case methods of government will grow. If England can govern foreign lands, so can America. If Germany can govern foreign lands, so can America. If they can supervise protectorates, so can America. Why is it more difficult to administer Hawaii than New Mexico or California? Both had a savage and an alien population; both were more remote from the seat of government when they came under our dominion than the Philippines are to-day.
Will you say by your vote that American ability to govern has decayed; that a century's experience in self-rule has failed of a result? Will you affirm by your vote that you are an infidel to American power and practical sense? Or will you say that ours is the blood of government; ours the heart of dominion; ours the brain and genius of administration? Will you remember that we do but what our fathers didâ€”we but pitch the tents of liberty farther westward, farther southwardâ€”we only continue the march of the flag?
â€”Albert Beveridge, ""The March of the Flag,"" Indianapolis, September 16, 1898
The theme of Beveridge's speech can most directly be compared to which of the following?",The Monroe Doctrine,Containment,Manifest Destiny,The ideology of states' rights,C,high_school_us_history,history
49,"This question refers to the following information.
Read the list of complaints below.
Article 3: Frenchmen should regard as laws of the kingdom those alone which have been prepared by the national assembly and sanctioned by the king.
Article 11: Personal liberty, proprietary rights and the security of citizens shall be established in a clear, precise and irrevocable manner. All lettres de cachet shall be abolished forever, subject to certain modifications which the States General may see fit to impose.
Article 12: And to remove forever the possibility of injury to the personal and proprietary rights of Frenchmen, the jury system shall be introduced in all criminal cases, and in civil cases for the determination of fact, in all the courts of the realm.
Article 17: All distinctions in penalties shall be abolished; and crimes committed by citizens of the different orders shall be punished irrespectively, according to the same forms of law and in the same manner. The States General shall seek to bring it about that the effects of transgression shall be confined to the individual and shall not be reflected upon the relatives of the transgressor, themselves innocent of all participation.
Article 21: No tax shall be legal unless accepted by the representatives of the people and sanctioned by the king.
â€”Cahiers of the Third Estate of Versailles, 1789
Which of the following was NOT one of the problems in France that caused the French Revolution referenced in the document above?",Financial problems caused by debts and low revenues.,The legal system of France was not equitable.,The proliferation of Enlightenment ideals.,There was a lot of social and political inequality in France in 1789.,A,high_school_european_history,history
222,what is one of the important differences between the middle and upper paleolithic?,decreased use of imported raw materials and increased use of whatever was locally available,"smaller sites, indicating a change from large roving bands of hunters to the earliest family groups and households","a profusion of stone tool traditions, indicating a change from temporal and geographic homogeneity to greater diversity and variability","a gradual decline in the use of stone hand axes and tools, indicating a change to more flexible and workable materials such as wood and bone",C,prehistory,history
168,"This question refers to the following information.
The 1980s have been born in turmoil, strife, and change. This is a time of challenge to our interests and our values and it's a time that tests our wisdom and skills.
At this time in Iran, 50 Americans are still held captive, innocent victims of terrorism and anarchy. Also at this moment, massive Soviet troops are attempting to subjugate the fiercely independent and deeply religious people of Afghanistan. These two actsâ€”one of international terrorism and one of military aggressionâ€”present a serious challenge to the United States of America and indeed to all the nations of the world. Together we will meet these threats to peace.â€¦
Three basic developments have helped to shape our challenges: the steady growth and increased projection of Soviet military power beyond its own borders; the overwhelming dependence of the Western democracies on oil supplies from the Middle East; and the press of social and religious and economic and political change in the many nations of the developing world, exemplified by the revolution in Iran.
Each of these factors is important in its own right. Each interacts with the others. All must be faced together, squarely and courageously. We will face these challenges, and we will meet them with the best that is in us. And we will not fail.
â€”Jimmy Carter, State of the Union Address, January 23, 1980
The problems that Carter faced in 1980 can best be compared to those of which of the following?",Abraham Lincoln in the 1860s,Theodore Roosevelt in the 1900s,Warren Harding in the 1920s,Franklin D. Roosevelt in the 1930s,D,high_school_us_history,history
202,"This question refers to the following information.
Let us not, I beseech you sir, deceive ourselves. Sir, we have done everything that could be done, to avert the storm which is now coming on. We have petitioned; we have remonstrated; we have supplicated; we have prostrated ourselves before the throne, and have implored its interposition to arrest the tyrannical hands of the ministry and Parliament. Our petitions have been slighted; our remonstrances have produced additional violence and insult; our supplications have been disregarded; and we have been spurned, with contempt, from the foot of the throne. In vain, after these things, may we indulge the fond hope of peace and reconciliation. There is no longer any room for hope.â€¦ It is in vain, sir, to extenuate the matter. Gentlemen may cry, Peace, Peace, but there is no peace. The war is actually begun! The next gale that sweeps from the north will bring to our ears the clash of resounding arms! Our brethren are already in the field! Why stand we here idle? What is it that gentlemen wish? What would they have? Is life so dear, or peace so sweet, as to be purchased at the price of chains and slavery? Forbid it, Almighty God! I know not what course others may take; but as for me, give me liberty or give me death!
â€”Patrick Henry, March 23, 1775
The ""storm"" that Henry refers to was most directly the result of which of the following?",American efforts to trade with Spain and France,British efforts to shrink a budget deficit after the French and Indian War,British unwillingness to fight Indian tribes on the frontier,British impressments of American sailors and interference with American trade,B,high_school_us_history,history
137,"This question refers to the following information.
""The Opposition tells us that we ought not to govern a people without their consent. I answer, the rule of liberty that all just government derives its authority from the consent of the governed, applies only to those who are capable of self-government. We govern the Indians without their consent, we govern our territories without their consent, we govern our children without their consent. How do they know that our government would be without their consent? Would not the people of the Philippines prefer the just, human, civilizing government of this Republic to the savage, bloody rule of pillage and extortion from which we have rescued them? And, regardless of this formula of words made only for enlightened, self-governing people, do we owe no duty to the world? Shall we turn these peoples back to the reeking hands from which we have taken them? Shall we abandon them, with Germany, England, Japan, hungering for them? Shall we save them from those nations, to give them a self-rule of tragedy?â€¦Then, like men and not like children, let us on to our tasks, our mission, and our destiny.""
Albert J. Beveridge, ""The March of the Flag,"" 1898
The United States became politically engaged with the Philippines after what military conflict?",Mexican-American War,World War II,Spanish-American War,The Boxer Rebellion,C,high_school_us_history,history
120,"This question refers to the following information.
""His Majesty the Emperor of China agrees, that British subjects, with their families and establishments, shall be allowed to reside, for the purposes of carrying on their mercantile pursuits, without molestation or restraint, at the cities and towns of Canton, Amoy, Foochowfoo, Ningpo, and Shanghai; and Her Majesty the Queen of Great Britain, &c., will appoint Superintendents, or Consular officers, to reside at each of the above-named cities or towns, to be the medium of communication between the Chinese authorities and the said merchants, and to see that the just duties and other dues of the Chinese Government, as hereafter provided for, are duly discharged by Her Britannic Majesty's subjects.""
Treaty of Nanjing, 1839
How did the Boxers of the early twentieth century react to the legacy of this treaty?",They initiated an armed resistance against Western interests in Northern China.,They formed an alliance with Japan to stop Western businesses from operating in China.,They ran for local political offices on a platform to expand the treaty.,They defended the treaty from the opposition of Chinese rebels.,A,high_school_european_history,history
233,"This question refers to the following information.
The passage below is taken from testimony before Parliament.
Joshua Drake, called in; and Examined.
You say you would prefer moderate labour and lower wages; are you pretty comfortable upon your present wages?
â€”I have no wages, but two days a week at present; but when I am working at some jobs we can make a little, and at others we do very poorly.
When a child gets 3s. a week, does that go much towards its subsistence?
â€”No, it will not keep it as it should do.
Why do you allow your children to go to work at those places where they are ill-treated or over-worked?
â€”Necessity compels a man that has children to let them work.
Then you would not allow your children to go to those factories under the present system, if it was not from necessity?
â€”No.
â€”Testimony given before the Sadler Committee, 1831â€“32
Which type of organization was partially responsible for improving the hours, wages, and working conditions of workers in this era?",Guilds,Joint-stock companies,Labor unions,Zaibatsu groups,C,high_school_world_history,history
7,"This question refers to the following information.
The pair of excerpts below is written by explorer Christopher Columbus and the Dominican Bishop of Chiapas, Mexico, Bartholomew de las Casas.
Source 1
Indians would give whatever the seller required. . . . Thus they bartered, like idiots, cotton and gold for fragments of bows, glasses, bottles, and jars; which I forbad as being unjust, and myself gave them many beautiful and acceptable articles which I had brought with me, taking nothing from them in return; I did this in order that I might the more easily conciliate them, that they might be led to become Christians, and be inclined to entertain a regard for the King and Queen, our Princes and all Spaniards, and that I might induce them to take an interest in seeking out, and collecting and delivering to us such things as they possessed in abundance, but which we greatly needed.
â€”Christopher Columbus: letter to Raphael Sanchez, 1493
Source 2
It was upon these gentle lambs . . . that from the very first day they clapped eyes on them the Spanish fell like ravening wolves upon the fold, or like tigers and savage lions who have not eaten meat for days. The pattern established at the outset has remained unchanged to this day, and the Spaniards still do nothing save tear the natives to shreds, murder them and inflict upon them untold misery, suffering and distress, tormenting, harrying and persecuting them mercilessly. We shall in due course describe some of the many ingenious methods of torture they have invented and refined for this purpose, but one can get some idea of the effectiveness of their methods from the figures alone. When the Spanish first journeyed there, the indigenous population of the island of Hispaniola stood at some three million; today only two hundred survive. Their reason for killing and destroying such an infinite number of souls is that the Christians have an ultimate aim, which is to acquire gold, and to swell themselves with riches in a very brief time and thus rise to a high estate disproportionate to their merits.
â€”Bartholomew de las Casas: A Short Account of the Destruction of the Indies, 1542
Which of the following would best account for the differences between the interactions of the Spaniards and the natives as described in the two accounts?",De las Casas was exaggerating to support the start of African slavery.,Columbus was biased in favor of himself in his writings.,Columbus's men were nicer to the natives than were later expeditions.,De las Casas wanted the Spanish to leave the Americas.,B,high_school_european_history,history
34,"This question refers to the following information.
At a meeting of working girls held at Hull House during a strike in a large shoe factory, the discussions made it clear that the strikers who had been most easily frightened, and therefore the first to capitulate, were naturally those girls who were paying board and were afraid of being put out if they fell too far behind. After a recital of a case of peculiar hardship one of them exclaimed: ""Wouldn't it be fine if we had a boarding club of our own, and then we could stand behind each other in a time like this?"" After that events moved quickly. We â€¦ discussed all the difficulties and fascinations of such an undertaking, and on the first of May, 1891, two comfortable apartments near Hull House were rented and furnished. The Settlement was responsible for the furniture and paid the first month's rent, but beyond that the members managed the club themselves.â€¦ At the end of the third year the club occupied all of the six apartments which the original building contained, and numbered fifty members.
â€”Jane Addams, Twenty Years at Hull House, 1912
The perspective of the passage above would most directly support which of the following political goals?",Women's suffrage,Trust-busting,Greater rights for unions,Weakening political machines,C,high_school_us_history,history
23,"This question refers to the following information.
As a Jew, I have never believed in collective guilt. Only the guilty were guilty.
Children of killers are not killers but children. I have neither the desire nor the authority to judge today's generation for the unspeakable crimes committed by the generation of Hitler.
But we mayâ€”and we mustâ€”hold it responsible, not for the past, but for the way it remembers the past. And for what it does with the memory of the past. In remembering, you will help your own people vanquish the ghosts that hover over its history. Remember: a community that does not come to terms with the dead will continue to traumatize the living.
We remember Auschwitz and all that it symbolizes because we believe that, in spite of the past and its horrors, the world is worthy of salvation; and salvation, like redemption, can be found only in memory.
Elie Wiesel, ""Reflections of a Survivor,"" 1987
From the passage, one may infer that Wiesel believed that the current generation of Germans",shared their ancestors' guilt for the Holocaust,had a responsibility to remember the Holocaust,shared in the responsibility for the Holocaust,had no responsibility where the Holocaust was concerned,B,high_school_european_history,history
18,A pattern of social integration in which individuals are placed into a hierarchy of social levels is called:,urbanization.,a social system.,social stratification.,a necropolis.,C,prehistory,history
319,"Archaeological evidence for the production of cheese and yogurt in Europe suggests that dairying became an important part of subsistence by ______ years ago, with _______ providing an adaptive advantage.","10,000; artificial selection for certain varieties of cheese","7,500; the lactase persistence mutation","5,500; domesticated cattle","3,500; certain strains of lactose-free cheese and yogurt",B,prehistory,history
103,Why is Catalhoyuk in central Turkey regarded as a large village but not a city?,"There were no palaces, public architecture, and little evidence for status differentiation.","There was no evidence for food storage, domesticated animals, or buildings.","There were no works of art, rituals, or activities associated with cities.",There was no evidence for monumental architecture or roads.,A,prehistory,history
66,"This question refers to the following information.
Perhaps, however, I am more conscious of the importance of civil liberties in this particular moment of our history than anyone else, because I travel through the country and meet people and see things that have happened to little people, I realize what it means to democracy to preserve our civil liberties.
All through the years we have had to fight for civil liberty, and we know that there are times when the light grows rather dim, and every time that happens democracy is in danger. Now, largely because of the troubled state of the world as a whole, civil liberties have disappeared in many other countries.
It is impossible, of course, to be at war and keep freedom of the press and freedom of speech and freedom of assembly. They disappear automatically. And so in many countries where ordinarily they were safe, today they have gone. In other countries, even before war came, not only freedom of the press and freedom of assembly, and freedom of speech disappeared, but freedom of religion disappeared.
And so we know here in this country, we have a grave responsibility. We are at peace. We have no reason for the fears which govern so many other peoples throughout the world; therefore, we have to guard the freedoms of democracy.
â€”Eleanor Roosevelt, Address to the American Civil Liberties Union, Chicago, Illinois, March 14, 1940
Roosevelt's concerns can most directly be compared to those of the people who debated which of the following?",The Gulf of Tonkin Resolution of 1964,The Voting Rights Act of 1965,The USA Patriot Act of 2001,The Affordable Care Act of 2010,C,high_school_us_history,history
1086,"A seat in a movie theater collapsed, causing the customer sitting in that seat to fall to the ground and suffer a back injury. In a personal injury action by the customer against the theater, the customer will most likely","recover, because the theater was under an absolute duty of care to make the premises safe for the protection of its customers.","recover, only if the theater had prior knowledge of the dangerous condition of the seat.","not recover, because the theater was under no obligation to inspect the premises to discover unknown dangers.","not recover, unless the theater failed to make a reasonable inspection of the seats for the safety of its customers.",D,professional_law,law
91,Which of the factors below contributed significantly to the revival of natural law in the 20th century?,The Depression of the 1930s.,The rise of Fascism.,The international recognition of human rights after WWII.,The Bolshevik revolution.,C,jurisprudence,law
187,"A federal statute provides states with funds for child welfare programs, subject to the condition that such programs be administered in accordance with federal standards. The United States sued a state in federal court for injunctive relief, arguing that the state's child welfare programs, which were funded in part by federal funds disbursed under this statute, failed to comply with federal standards. The state has moved to dismiss the action. Is the court likely to dismiss the action?","No, because Congress can place any condition on the receipt of federal funds.","No, because the Eleventh Amendment does not bar actions brought by the United States.","Yes, because the Eleventh Amendment bars actions against a state in federal court.","Yes, because the protection of child welfare is reserved to the states.",B,professional_law,law
448,A merchant's irrevocable written offer (firm offer) to sell goods,Must be separately signed if the offeree supplies a form contract containing the offer.,Is valid for three months.,Is nonassignable.,Can not exceed a three-month duration even if consideration is given.,A,professional_law,law
1319,"A landlord owns a two-story building. The landlord leased the building and the surrounding property to a tenant for a term commencing on December 1, 2006 and terminating on November 30, 2008. Their leasehold agreement contained the following provisions: ""The tenant covenants to pay the rent of $500 per month on the first day of each month and to keep the building situated upon leased premises in as good repair as it was at the time of said lease until the expiration thereof. ""On April 15, 2007, the tenant had her annual ""Tax Time Party"" where she and her friends would all walk to the post office together to mail their taxes and then have drinks and dinner at the tenant's apartment to celebrate. After a few drinks, one of the tenant's friends became belligerent toward one of the partygoers who challenged some of the friend's deductions. The friend charged at the other partygoer and crashed into the wall after the partygoer got out of the way. The crash caused extensive damage to one of the walls in the apartment. This state is a common law jurisdiction. In addition, the controlling Statute of Limitations for initiating an action for damages due to negligence is five years from the time the cause of damage occurs. In an appropriate action to construe the tenant's obligation under the covenant to keep the premises in repair, which of the following is the most accurate statement?",The tenant is liable for normal wear and tear under the covenant to repair.,"The tenant is liable under such a covenant for all defects, including the damage to the wall.","The tenant's covenant to repair is void as against public policy, because the landlord is under an affirmative duty to make repairs on the demised premises.",The tenant's duty to keep the premises in good repair relieves the landlord of his obligation to disclose the existence of any latent defects.,B,professional_law,law
535,"There is a newcomer who joins a small town in the middle of nowhere, where she gets a job as a city employee. The city manual requires that newcomers pay a higher contribution to the city's employee betterment fund for the first three years of employment. Newcomer refuses to pay a higher contribution than other employees, whereupon she is terminated. Can she make a successful equal protection argument to fight for her job?","No, she is not a member of a suspect class as there cannot be a ""class-of-one"" in the employment law context.","No, the request for the contribution was not unreasonable and cannot support an equal protection argument.","Yes, she can claim a class of one who is being discriminated against.","Yes, she can claim membership in a group of newcomers who are coming and are being treated differently than everyone else, even if she is the only newcomer she knows of at this time.",A,professional_law,law
1087,"A police officer received a call from a friend who owned a business. The friend told him that a former employee, who was a ""hothead"", was making harassing phone calls and threats. He faxed the officer a oneparagraph summary of the matter. The officer questioned the prior employee, who became verbally abusive and vehemently denied making the calls. The officer arrested him for criminal harassment and wrongful use of a communications device, stating, ""I'm going to teach you a lesson."" The criminal case was thrown out, however, at the preliminary hearing when the police could not produce proof that the former employee made any phone calls to the business. The former employee then sued the police officer and the business owner for the tort of malicious prosecution. Leaving aside any considerations of immunity for the officer, can the former employee allege facts sufficient to support a malicious prosecution case?","No, because the officer received enough facts from the owner to establish the elements of the criminal charges that he filed against the former employee.","Yes, there were sufficient facts for the former employee to establish the basic elements of the malicious prosecution tort.","No, because the business owner knew that it was the former employee who made the calls even if he could not prove it.","Yes, the officer committed abuse of legal process when he improperly initiated the case.",B,professional_law,law
110,"A plaintiff sued an insurance company to recover life insurance proceeds. At trial, the issue before the court is the insured's correct date of birth. Which of the following is inadmissible if offered to prove the insured's correct date of birth?",A family portrait engraved with the ages of the family members.,A family bible with the insured's birth date inscribed on the cover.,A photocopy of the insured's birth certificate.,A sworn affidavit from the insured's brother verifying the insured's birth date.,D,professional_law,law
818,"A widow was the owner in fee simple of an apartment building. The widow drafted a will by which she devised the apartment building to her granddaughter with residue to her friend and her assistant. One year later, the granddaughter died intestate and was survived by her son who was her sole heir at law. This jurisdiction has the following statute in effect:""If a devisee of a grandparent or lineal descendant of a grandparent dies at the time of execution of the will or fails to survive the testator, the issue of the deceased person shall take the decedent's share under the will. ""The widow then died and her will was admitted to probate. A dispute arose among the friend, the assistant, and the son regarding ownership of the apartment building. Is the son entitled to any share or interest in the apartment building?","Yes, because under the anti-lapse statute, the granddaughter's interest passes to her son.","Yes, because rules relating to lapse of class gifts do not apply to specific devises.","No, because intestate succession is inapplicable to devolution of title to specific devisees.","No, because the granddaughter predeceased the widow, title to the apartment building passes to the friend and assistant under the residuary clause of the will.",A,professional_law,law
1015,"A federal grand jury was convened to investigate the alleged bribery by a foreign government of a special adviser to the President. The grand jury was probing the foreign government's efforts to obtain delivery of transport planes, which were embargoed by the State Department. The Justice Department was trying to ascertain whether the foreign government had offered bribes to the special adviser and other members of the U. S. government in order to secure delivery of the transport planes. The special adviser testified before the grand jury that both he and the President had several conferences with the foreign government's ambassador to the United States. He stated that during these meetings, they discussed problems in their region in general. He denied, however, any involvement in the foreign government's efforts to secure delivery of the transport planes. Two weeks after the special adviser testified, the grand jury returned an indictment, charging him and two other members of the President's staff with conspiracy to commit bribery and conspiracy to defraud the U. S. government. A special prosecutor was then appointed by the Justice Department to prepare the government's case. Upon motion by the special prosecutor, a subpoena duces tecum was issued directing the President to produce the minutes of his meetings with the special adviser and ambassador of the foreign government. The special prosecutor was able to determine the exact dates of the meetings through appointment records that had been previously subpoenaed. The President released several edited transcripts of these conversations. On the same day, the President's counsel filed a motion to quash the subpoena duces tecum, claiming an absolute executive privilege. Which of the following is the most accurate statement with regard to the President's claim of executive privilege?","Under the separation of powers doctrine, the federal judiciary is without authority to review an assertion of executive privilege by the President.",The need for the confidentiality of high-level communications will sustain an absolute unqualified presidential privilege of immunity from judicial process on all occasions.,Article III does not vest the federal courts with power to resolve an intrabranch dispute.,"Article II does not vest the President with an absolute, unqualified privilege to withhold evidence from a criminal prosecution.",D,professional_law,law
1407,"A defendant and his friend were walking down the street when they ran into a victim. The friend turned to the defendant and said that the victim owed him some money. The friend then stopped the victim and demanded the money. The victim refused to pay the money. The friend suddenly said to the defendant, ""Give me your gun. I'm going to blow this lowlife away. "" The defendant gave his friend his gun, and the friend shot the victim to death. As the friend and the defendant were about to leave, the defendant turned to his friend and said, ""Let me have my gun back. I think the creep's still alive. "" The defendant then fired two more shots into the victim's body. Unknown to the defendant, the victim was already dead. Which of the following is the most serious crime that the defendant can be convicted of?",Attempted murder.,Murder.,Assault with a deadly weapon.,Concealment of a deadly weapon.,B,professional_law,law
1104,"A defendant is on trial for bribing a government procurement officer by providing the officer with free vacation facilities. When the defendant was approached by an FBI investigator, the defendant stated that her invitation to the procurement officer to spend his vacation in the defendant's mountain cabin was a favor to a friend, unrelated to his government office. The defendant also said to the investigator that she would reveal some ""hot"" information on a large-scale fraud in exchange for the investigator's promise to ""stop worrying about a little vacation."" a little vacation."" Is the investigator's testimony about the defendant's offer to give information admissible?","No, because it is hearsay not within any exception.","No, because the defendant made the offer in a negotiation for settlement of a criminal investigation.","Yes, as a matter observed and reported by the investigator pursuant to a duty imposed by law.","Yes, as a statement of an opposing party.",D,professional_law,law
486,"A construction worker was working at the construction site of a new building. An open elevator, which had been installed in the building by the elevator manufacturer, was used to haul workers and building materials between floors. While the worker was riding the elevator, it stalled between floors due to a manufacturing defect in the elevator. The worker called for assistance and was in no danger, but after waiting 15 minutes for help, he became anxious and jumped 12 feet to get out. He severely injured his back when he landed. In an action by the worker against the elevator manufacturer to recover for his back injury, is the worker likely to obtain a judgment for 100% of his damages?","No, because such risks are inherent in construction work.","No, because the worker was not in danger while on the stalled elevator. while on the stalled elevator.","Yes, because the elevator stalled due to a manufacturing defect.","Yes, because the worker was falsely imprisoned in the stalled elevator.",B,professional_law,law
526,"A carpenter was driving home one night after a long day of work. He was driving his car north toward an intersection. There were stoplights at the intersection. The light for the carpenter was green, so the carpenter proceeded to drive through the intersection. A bus entered the intersection from the west and slammed into the carpenter's car. The carpenter was seriously injured in the crash and missed several weeks of work while recovering from the injuries. Which of the following facts or inferences, if true, would be most helpful in an action by the carpenter against the driver of the bus?",The bus driver had received three speeding tickets in the past.,"The carpenter's car was in good condition, and it had passed a safety inspection just a week before the accident.",The traffic signal at the intersection had been inspected the day before the accident and found to be functioning properly.,The bus driver was operating the bus without a driver's license in violation of the State Motor Vehicle Code.,C,professional_law,law
1101,"A man entered a local retail store and approached the proprietor. The man explained that he was participating in a local run for charity and wondered if the proprietor would be interested in sponsoring him. The proprietor believed the publicity would be good for his business and agreed, provided the man would wear a shirt with the retail store's logo on it during the run. The man readily agreed. The proprietor thought that sponsorship meant paying a set fee for every mile covered during the charity run. However, the man expected the proprietor, in addition to paying the fee for each mile coverÃƒÂ§d during the run, to also pay his entrance fee and be in attendance at the finish line to greet the man when he finished the charity run. Assume that the man and the proprietor entered into an enforceable contract. Which of the following, if true, would not help to establish that the manifestations of the parties were operative according to the meaning adjudged by the proprietor?","The customary practice of the other chrity runs in the community is the same as the proprietor's understanding, that the sponsor be responsible for paying only a set fee for each mile covered during the charity run.",A reasonably objective individual would have attached the same meaning to the manifestations of the parties as did the proprietor.,"At the time the agreement was entered into, the man had reason to know the proprietor's understanding of what the parties meant, although the proprietor did not know the man's understanding was different from his.",The proprietor subjectively believed that the man understood that the proprietor would only be obligated to pay a set fee for each mile covered during the charity run.,D,professional_law,law
