Unnamed: 0,Question,A,B,C,D,Answer,Subject,Subcategory
535,有一位新人加入了一个不知名地方的小镇，并在那里找到了一份担任市政工作人员的工作。市政手册规定，新人在工作的前三年要向该市的员工福利基金缴纳更多的费用。新人拒绝支付比其他员工更高的缴款，于是她被解雇了。她是否能成功地提出平等保护的论据来争取自己的工作？,否，她不属于可疑类别的一员，因为在就业法中不可能存在一个人属于“独特类别”的现象。,否，要求缴款并非不合理，因此无法支持平等保护的论点。,是，她可以声称自己属于遭受歧视的独特类别。,是，她可以声称自己是一群新人中的一员，这些新人刚来且受到了与其他人不同的待遇，即使她是她目前所知的唯一新人。,A,professional_law,law
1087,一警察接到一个开公司的朋友的电话。朋友告诉他有个性格鲁莽的前员工给他打骚扰电话，还威胁他。他给该警察发送传真，用一段话概括了这件事。该警察审问了前员工，后者骂声不断，坚决否认自己打过电话。该警察以刑事骚扰和非法使用通信设备为由逮捕了他，并说：“我要给你点教训。”但这起刑事案件在预审时被撤销，因为该警察无法提出证据证明前员工给公司打过电话。然后，前员工以恶意诉讼的侵权行为为由起诉该警察和公司老板。抛开该警察是否可以被豁免不谈，前员工能否提出足以支持恶意诉讼案件的事实？,不能，因为该警察从公司老板那里得到了足够的事实，可以确定他对前员工提起的刑事指控的要素。,能，有足够事实供前员工确定恶意诉讼侵权行为的基本要素。,不能，因为即使无法证明，公司老板还是知道是前员工打的电话。,能，该警察不正当立案时，就构成了滥用法律程序。,B,professional_law,law
110,一名原告起诉一家保险公司，以追回人寿保险收益。在审判中，法庭面临的问题是被保险人的正确出生日期。如果下列各项被呈交以证明被保险人的正确出生日期，则下列哪一项是不可接受的？,一张刻有家庭成员年龄的全家福照片。,一本在封页上写有被保险人出生日期的家用圣经。,一张被保险人出生证明的照片。,一份被保险人兄弟的宣誓证词，证明被保险人的出生日期。,D,professional_law,law
818,一位遗孀是一栋公寓楼的永久所有权拥有者。这位遗孀起草了一份遗嘱，将公寓楼赠与孙女，并将剩余财产赠与她的朋友和助理。一年后，孙女在没有留下遗嘱的情况下去世，她的儿子变成了她唯一在世的法定继承人。该司法管辖区的现行法规如下：“如果祖父母或祖父母的直系后裔的受遗赠人在遗嘱执行时死亡或未能在遗嘱人去世后存活，则死者的后代应继承被继承人在遗嘱中的份额。”这位遗孀随后去世，她的遗嘱获得了遗嘱认证。朋友、助手和儿子之间就公寓楼的所有权发生了争议。儿子是否有权获得公寓楼的任何份额或权益？,是，因为根据反遗赠失效法规，孙女的权益将转移给她的儿子。,是，因为与概括赠与失效有关的规则不适用于特定的遗赠。,是，因为无遗嘱继承不适用于将所有权转给特定的受遗赠人。,否，因为孙女先于这位遗孀去世，根据遗嘱中的剩余财产条款，公寓楼的所有权转给了朋友和助理。,A,professional_law,law
1015,一个联邦大陪审团召开会议，调查外国政府涉嫌贿赂总统特别顾问一案。大陪审团正在调查外国政府为获得被美国国务院禁运的运输机而做出的努力。司法部试图查明外国政府是否向特别顾问和美国政府其他成员行贿，以确保运输机的交付。特别顾问在大陪审团面前作证说，他和总统都与外国政府驻美国大使举行过几次会议。他说，在这些会议上，他们讨论了本地区的一般问题。不过，他否认参与了外国政府为确保交付运输机所做的努力。特别顾问作证两周后，大陪审团提出起诉，指控他和另外两名总统幕僚密谋行贿和密谋欺骗美国政府。司法部随后任命了一名特别检察官，为政府立案做准备。根据特别检察官的动议，司法部发出了传票，要求总统出示他与外国政府特别顾问和大使的会晤记录。特别检察官通过之前传唤的安排记录，确定了这些会面的确切日期。总统公布了几份经过编辑的谈话记录。同一天，总统的律师提出动议，要求撤销传票，声称拥有绝对的行政特权。关于总统声称的行政特权，以下哪项表述最为准确？,根据分权原则，联邦司法机构无权审查总统关于行政特权的主张。,出于对高层通信保密的需要，总统在任何情况下都享有绝对无条件的司法程序豁免特权。,第三条并没有赋予联邦法院解决内部争议的权力。,第二条并没有赋予总统在刑事检控中拒绝公开证据的绝对、无条件的特权。,D,professional_law,law
1407,被告和他的朋友在街上行走时遇到受害者。朋友转向被告说，受害者欠他一些钱。朋友随后拦下受害者，并要求还钱。受害者拒绝付款。朋友突然对被告说：“把枪给我。我要把这个败类除掉。”被告把他的枪给了朋友，朋友开枪将受害者杀死。当朋友和被告要离开时，被告对他的朋友说：“把枪还给我。我觉得这个家伙还活着。”然后被告向受害者的身体再补开两枪。被告不知道的是，受害者已经死了。以下哪一项是被告可能被判定的最严重的罪名？,企图谋杀。,谋杀。,用致命武器攻击。,藏匿致命武器。,B,professional_law,law
1104,被告因以提供免费度假设施的方式贿赂某政府采购官员而受审。当 FBI 调查员找到被告时，被告说她邀请该采购官员前往被告的山间小屋度假是帮朋友一个忙，与他在政府任职无关。被告还告诉该调查员，她可以透露有关一个大规模欺诈事件的“炙手可热”的消息，以换取该调查员承诺“不再关注一次小小的度假”。该调查员关于被告提出要透露消息的证词是否可以采信？,否，因为这是不属于任何例外的传闻证据。,否，因为被告是在协商解决一次刑事调查中提出的。,是，作为该调查员根据法律规定的职责观察到并上报的事件予以采信。,是，作为对方当事人的陈述予以采信。,D,professional_law,law
486,一名建筑工人在一栋新建筑的施工现场工作。建筑内安装的开放式电梯由电梯制造商安装，用于运送工人和建筑材料。工人乘坐电梯时，由于电梯的制造缺陷，它在楼层之间停住了。工人呼救，并未感到危险，在等待 15 分钟后，他变得焦虑并从 12 英尺高的地方跳下，试图脱身。他落地时背部严重受伤。工人对电梯制造商提起诉讼，要求对其背部伤害进行赔偿，工人有可能获得 100% 的损害赔偿判决吗？,不可能，因为此类风险属于建筑工作固有风险。,不可能，因为工人在静止的电梯内并无危险。,有可能，因为电梯停下来是因为制造缺陷。,有可能，因为工人被非法拘禁在静止的电梯里。,B,professional_law,law
526,一位木匠工作一整天后，晚上开车回家。他开车向北驶向一个十字路口。十字路口有红绿灯。木匠前方当时是绿灯，于是木匠继续驾车通过十字路口。一辆公共汽车从西面驶入十字路口，猛地撞上了木匠的汽车。木匠在车祸中严重受伤，在养伤期间耽误了几个星期的工作。以下哪项事实或推论（若属实）在木匠向公共汽车司机提起的诉讼中最有用？,公共汽车司机过去曾收到过三张超速罚单。,木匠的车状况良好，就在事故发生前一周还通过了安全检查。,事故发生前一天，十字路口的交通信号灯经过检查，发现运行正常。,公共汽车司机在没有驾驶证的情况下驾驶公交车，违反了《州机动车辆法》。,C,professional_law,law
1101,一男子走进当地一家零售店，找到老板。该男子解释说他正在参加当地的一场公益跑步活动，希望老板可以赞助他。老板认为这种曝光对他的生意有好处，于是同意了，但要求该男子跑步时穿上印有该零售店标识的 T 恤。该男子欣然应允。老板以为赞助是指为公益跑步中每跑一英里支付一定的费用。然而，该男子除了希望老板为他每跑一英里支付费用之外，还要支付他的入场费，并且到终点线迎接该男子。假设该男子和店主签订了可强制执行的合同。对于根据老板认为的意思确定双方的意思表示是有效的，以下哪一项（如果为真）没有帮助？,该社区的其他公益跑步活动的惯例和老板的理解相同，即赞助人仅负责为公益跑步中每跑一英里支付一定的费用。,一个合理客观的人会认为双方的意思表示具有老板所认为的意思。,在签订协议时，该男子有理由知道老板对双方意思的理解，虽然老板不知道该男子的理解和自己不同。,老板主观地认为该男子明白老板只有义务为公益跑步中每跑一英里支付一定的费用。,D,professional_law,law
10,Bill，一位单身男子，在佛罗里达州 Deerwoods 有个牧场，他将牧场租给了一个租户。他在迈阿密还投资了一套公寓。在遗嘱中，他将牧场留给儿子 Tommy，将公寓留给女儿 Julie。其他所有资产将由 Tommy 和 Julie 平分。Bill 遇见了 Kathy 并结婚了，婚前签署了一份有效的婚前协议，Kathy 放弃了与 Bill 结婚而可能享有的所有权利。他们在迈阿密蜜月期间，开车经过了公寓，Kathy 表示她很想住在那里。两人恩爱有加以至于 Bill 在蜜月后签署并交付给 Kathy 一份契约，将公寓转为夫妻完全共有财产，并计划在租户搬出后住进公寓。Bill 第二天去世。上述资产如何分配？,Kathy 无论婚前协议如何，得到公寓，Tommy 获得牧场，Tommy 和 Julie 平分遗产剩余遗产。,由于 Kathy 的婚前协议，Tommy 获得牧场，Julie 获得公寓，Tommy 和 Julie 平分剩余遗产。,Kathy 得到公寓，但由于 Bill 最初表示他打算将资产平分给子女，Tommy 和 Julie 将平分剩余遗产。,无论婚前协议如何，Kathy 是遗孀。由于 Bill 留下的直系后代不是 Kathy 的，Kathy 获得 50% 遗产，Tommy 获得牧场，Tommy 和 Julie 平分剩余遗产。,A,professional_law,law
353,一名房主居住在金属制造工厂的下坡地上。她起诉工厂所有者和工厂所用溶剂的供应商。她声称，主要成分为溶剂的污染物被排放到工厂的地下，已经并会继续迁移到她的地产，使得土壤、地下水和她的水井都被污染。她指称，工厂所有者有各种疏忽行为，导致污染物排放到地下。她还指称，溶剂供应商的员工也存在疏忽行为，在给工厂的屋顶储罐灌装时，经常将一些溶剂洒到地面上。溶剂供应商申请简易判决，认为如果存在任何污染，工厂所有者和供应商各自造成的污染量并不确定，因此房主无法证明这两方各自对她造成了多大的损害。也没有证据表明工厂所有者和溶剂供应商一致行动过。那么，法院是否应该批准简易判决动议？,不应该，因为共同侵权人对不可分伤害负有连带责任。,不应该，因为溶剂供应商对工厂所有者造成的损害承担替代责任。,应该，因为不存在针对溶剂供应商分配损害赔偿金的依据。,应该，因为没有证据表明工厂所有者和溶剂供应商一致行动过。,A,professional_law,law
626,一位狂热的棒球迷想买票观看即将在当地体育场举行的一场棒球比赛。他联系了体育场的门票销售处，销售处告诉他所有门票将于次日上午 9:00 在体育场发售。这位球迷是一名泥瓦匠，他知到自己无法翘班去买票。于是，他打电话给隔壁邻居，问他是否有兴趣去体育场购买棒球赛门票。邻居告诉这位球迷，他很乐意为他购票，而且他（邻居）也想为自己购票。然而，这位邻居说他的车坏了，没有交通工具去体育场。这位球迷提议将自己的车借给这位邻居。邻居同意了，第二天早上两人在球迷家门口见面。球迷把自己的车钥匙和他买棒球票的钱给了邻居。此后，邻居驾驶球迷的汽车前往体育场，为球迷购买了门票，并（用自己的钱）为自己购买了一张门票。球迷嘱咐邻居在他去体育场后将车开回球迷家。然而，邻居离开体育场后，决定去离家 120 英里的一个小镇看望朋友。当这位邻居驾车驶向小镇时，一辆汽车撞上了他，导致球迷的汽车严重受损。经鉴定，该球迷的汽车修理费超过了汽车的零售价。在车迷向邻居索赔事故损失的诉讼中，球迷很可能会,不能追回损失，因为事故发生时，邻居正在为共同事务奔走。,追回修理车费。,追回该车辆的零售价值。,追回损失，因为邻居在事故发生时疏于驾驶汽车。,C,professional_law,law
22,一家公司有一个码头上的夜总会，该码头延伸至主河床。几个月以来，部分建筑物在恶劣天气时出现明显晃动，尤其是在河水猛烈冲击建筑结构时晃动更厉害。多名员工和顾客提出抱怨，但总经理不理睬。有天夜晚刮大风，一段码头坍塌掉进河中，造成 28 名顾客和员工死亡。调查显示，官方曾多次因违反适用的安全规定处罚过该俱乐部。警方逮捕了总经理并以非预谋过失杀人罪起诉他。他的辩护理由是，他的不作为在法律上不足以构成过失杀人。法院会如何裁定？,这不是过失杀人，因为未对安全传讯作出回应不足以构成高度犯罪性过失。,不作为比主动鲁莽行为责任轻，因此证据不足以指控过失杀人。,公司员工不能因代表公司履行或未履行职责而被起诉过失杀人罪。,非预谋过失杀人的指控在法律上是充分的，因为经理的不作为在当时情况下是鲁莽且违法的。,D,professional_law,law
65,默示授权指的是什么？,推定一国在事先得到警告的情况下，安全理事会可批准使用武力,以联合国安理会成员的特定票数为基础的默示授权,推定联合国安理会通过决议将对所有非法攻击使用武力,在屡次发生非法攻击的情况下，联合国安理会应授权邻国采取其认为必要的任何措施来纠正这种情况,A,international_law,law
138,一名被告及其朋友时运不济。他们决定通过抢劫当地烈酒商店来获取额外现金。这位朋友不喜欢枪支，决定使用一把很像真枪的玩具枪，这把枪只能喷水。被告知道这把枪不是真枪。确定了计划后，他们在某天下午晚些时候走进了烈酒商店，当时店内有少数顾客。朋友用玩具枪指着顾客和收银员。被告命令所有人趴在地上，收银员开始在柜台后翻寻收银机的钥匙。当他低下头时，收银员从柜台后拿出一把短枪，朝着被告及其朋友射击。被告躲闪到一旁，而他的朋友被击中后死亡。如果被告因朋友的死亡而受到指控，他应当被认定：,犯有杀人重罪。,犯有非预谋故意杀人罪。,有罪，因为谋杀同案犯可被定为一项重罪。,无罪，因为收银员在杀害这位朋友方面是正当的。,D,professional_law,law
99,美国政府的立法部门有权________法律。,解释,制定,实施,推翻,B,jurisprudence,law
1049,一名女子和她的邻居经常谈到需要在他们的房产之间建一道栅栏。最后，这名女子花了 1 万美元雇了一名杂工在她的房产和邻居的房产之间建了一道木桩栅栏。杂工按照约定建好了栅栏，女子支付给他 1 万美元。两周后，这位邻居在他和这名女子的房产之间的财产线附近操作割草机时，一段栅栏突然倒下，压在他的身上，使他受了重伤。事后调查显示，杂工没有适当加固栅栏。在这位邻居对杂工提起的合同诉讼中，邻居声称的唯一损害赔偿是对邻居的人身伤害赔偿，以下哪项是杂工的最佳辩护理由？,在合同诉讼中，无法获得人身伤害损害赔偿。,该女子和杂工在签订协议时并没有考虑到该邻居的人身伤害损害赔偿。,该邻居只是该女子与杂工之间协议的附带受益人。,该邻居没有资格提起该诉讼，因为他不是这名女子与杂工之间的协议的当事人。,B,professional_law,law
82,以下哪一个明显的相关性与霍菲尔德的“法律关系”理论相矛盾？,权利与义务。,特权和无权。,权力和责任。,豁免和无能力。,C,jurisprudence,law
882,一名经验丰富的马术骑手起诉了一名女子，声称她的马踢伤了骑手。在庭审中，该骑手作证说，他在参加马术表演时，在没有受到挑衅的情况下，被一匹黑尾的灰色种马踢了一下。然后骑手传唤这位女子作为不利证人，并问了她以下问题：“你不就是一匹灰色黑尾种马的主人兼驯养员吗？”在得到肯定回答后，这名骑手在直接询问中没有再向该女子提出任何问题。在交叉询问中，该女子被问到：“你的马是不是非常温顺，除非受到挑衅，否则不会踢任何人？”在骑手的律师提出反对时，骑手最有力的论据是该女子提供的证词,作为一种不适当的置疑方式不予采信。,作为证明该马一定是被激怒的实质性证据，不予采信。,不予采信，因为马的一般习性不能用来证明特定场合会发生了什么。,不予采信，因为这超出了该女子直接证词的范围。,D,professional_law,law
380,一名卖家为了向一个潜在买家出售一块住宅地块签署了一份协议。协议要求卖家转让有效且可转让的产权。产权调查结果显示，前所有者已经将地块抵押给了当地银行，采用的是开放式抵押。这是 25 年前的记录。找不到抵押人，银行也丢失了记录。在这种情况下，购买协议给了卖家 90 天的额外时间，以便通过提起确认地产权诉讼来获得无瑕疵产权。卖家没有遵守该规定，而是用无效产权去和解，并要求给予更多时间来提起确认地产权诉讼。买家决定不再等待，要求卖方退还定金并撤销交易。那么，诉讼判决最有可能有利于买方吗？,是的，因为卖家违反了协议，没有遵守买卖协议中规定的程序。,不会，因为卖家始终有权对开放式抵押贷款持有人提起逆权侵占诉讼。,是的，因为开放式抵押贷款时间太长，所有法院都会宣布其无效。,不会，因为买家在成交时拒绝给予卖方额外时间，其行为不符合诚信原则。,A,professional_law,law
70,《欧洲人权公约》主要涉及以下哪项内容？,经济和社会权利,环境权利,公民和政治权利,经济自由,C,international_law,law
1510,外国的一位总理被一群右翼极端分子暗杀。总理之死引发了国内敌对派别之间的内战。为了防止美国卷入这个国家的政治危机，国会通过了一项拨款法案，禁止为美国在这个外国的军事行动提供任何资金。拨款法案在总统否决后获得通过。此后，总统发布行政命令，指示美国海军和陆军部队前往外国恢复秩序。这项行政命令是否符合宪法？,是，因为总统作为武装部队总司令，有权批准此类军事行动。,是，因为只要没有正式宣战，总统就拥有管理外交事务的固有权力。,否，因为总统不能通过采取取代国会拨款法案的行动来篡夺国会的支出权。,否，因为该行政命令既未经联邦法规授权，也未经参议院批准。,C,professional_law,law
477,一名被告被控持械抢劫一间便利店。在被告主诉期间，被告传唤了几位品格证人为其良好品格作证。在控方反驳过程中，控方传唤了被告的前妻出庭作证，她表示在他们婚姻存续期间，被告脾气暴躁，经常殴打她，并且曾经用刀威胁过她。前妻的证词应裁定为,可采信，因为与被控罪行有关。,可采信，因为被告通过引入其良好品格开启了这扇门。,不可采信，因为被告可利用配偶证词特权阻止妻子证词被采信。,不可采信，因为品格证据不能以这种方式引入。,D,professional_law,law
1396,被告因赌债争执期间刺伤一名男子胸部而被控犯重伤罪。被告声称自己是在被害人拔刀对他做出威胁性手势后采取了自卫行为。被告传唤一名证人出庭作证称被告在社区中被誉为和平之士。在交叉审问证人过程中，控方律师问证人是否听说过被告经常参与打架斗殴。在被告律师的反对下，审判法官应裁定该问题,适当，因为它有助于展示证人对被告声誉的了解。,适当，因为这有助于证明被告的暴力倾向。,不适当，因为这将不相关的罪行作为证据展示出来。,不适当，因为不能通过一般性陈述证明性格。,A,professional_law,law
1496,一名男子允许他的朋友借一张借记卡去买电脑。后来在酒吧聊天时，朋友拒绝归还借记卡，该男子便用手枪指着朋友，手指扣住扳机，说：“还给我！”一名旁观者尖叫着向该男子扔了一个啤酒瓶。酒瓶击中了该男子的手，导致枪支走火，该朋友当场死亡。在遵循普通法杀人罪的司法管辖区，该男子被判犯有谋杀罪。在上诉中，他辩称证据不足以支持谋杀罪的判决，而证据基本上列出了上述事实。是否应该推翻对此人的定罪？,否，因为证据足以支持“极端轻率谋杀罪”的判决。,否，因为证据足以支持“重罪谋杀罪”的判决。,是，因为证据显示，该男子并非故意扣动扳机。,是，因为证据显示，该男子的意图并不是杀害朋友，而是以权利主张为由向朋友讨还他的财产。,A,professional_law,law
266,一位父亲与儿子住在一起，儿子对强效可卡因上瘾。在可卡因的影响下，儿子经常变得很暴力，对父亲进行身体虐待。因此，父亲总是生活在恐惧之中。一天晚上，父亲听到儿子在前门门廊上大声地说着脏话。父亲确信儿子受到了可卡因的影响，害怕自己会再次遭到毒打。恐惧之下，他闩上前门，取出了左轮手枪。当儿子发现门被闩着时，他将门踢倒。当儿子推开前门时，父亲朝儿子的胸部开了四枪，杀死了他。实际上，儿子并未受到可卡因或任何毒品的影响，也不打算伤害他的父亲。在审判中，父亲陈述了上述事实，要求法官在自卫方面指示陪审团。法官应当如何就自卫指示陪审团？,给出自卫指示，因为它表达了辩方的案件理论。,给出自卫指示，因为该证据足以提出辩护。,拒绝给出自卫指示，因为父亲没有遭受到儿子的迫近危险。,拒绝给出自卫指示，因为父亲过度使用了武力。,B,professional_law,law
851,一名女子在滑雪时摔断了腿。她被送往医院，接受了医生的治疗，医生认为这名女子需要进行手术，以固定断裂的骨头，使其正常愈合。在手术过程中，医生在这名女子的腿上插入了几颗金属螺钉，以将骨头固定在一起。虽然医院向这名女子收取了一笔可观的医生服务费，但账单上并没有单独列出骨螺钉的费用。手术几个月后，这名女子的腿仍然没有完全愈合。医生最终得出结论，插入该女子腿部的螺钉存在缺陷。这名女子被迫进行第二次手术以更换有缺陷的螺钉。如果该女子对医生和医院在她的手术中使用了有缺陷的螺钉提出严格侵权责任索赔，她很可能会,胜诉，因为医生和医院向她提供的产品存在缺陷和不合理的危险。,胜诉，因为医生和医院如果仔细检查过这些螺丝钉，很可能就已发现它们有缺陷。,不会胜诉，因为螺钉不是医生和医院生产的，因此螺钉的缺陷不是他们的过错。,不会胜诉，因为医生和医院将被视为服务提供者，而不是产品销售者。,D,professional_law,law
235,合同订立和最终完成履约之间可能有一段相当长的时间。关于这些待执行的合同，以下哪一项最不正确？,完全待执行合同是指只交换了承诺，但任何一方均没有履约。,部分执行的合同是指一成完成了履约，而另一方只是承诺。,已执行的合同只有在双方均已充分履约且无义务留下时存在。,部分执行的合同是指至少有一方已经开始履约。,B,professional_law,law
573,在一架从亚特兰大飞往芝加哥的飞机上，一位头等舱乘客的旁边坐着一位中年推销员，他当时正从亚特兰大参加完一个商务会议后回国。这位乘客经过一整天的忙碌，已经非常疲惫，在飞行途中试图入睡，但一直被推销员打扰。航班起飞后，推销员开始向乘务员订购苏格兰威士忌和水等饮料，喝得酩酊大醉。当该乘客拒绝与他交谈时，推销员对乘客大加辱骂。虽然飞机头等舱有很多空座位，但乘客还是决定坐在推销员旁边。最后，在乘务员为推销员送上第十杯苏格兰威士忌后，他变得好斗起来，一拳打在了该乘客的嘴上。乘客的两颗门牙被打到松动，嘴唇被划伤。如果该乘客以疏忽为由向航空公司索赔，她很可能会：,胜诉，因为作为头等舱乘客，航空公司对她负有特殊的照顾义务。,胜诉，因为乘务员本应意识到她的行为造成了不合理的伤害风险。,无法胜诉，因为航空公司不对其乘客的侵权行为承担替代责任。,无法胜诉，因为该乘客没有换到远离推销员的另一个座位，从而承担了风险。,B,professional_law,law
109,我们在哪里可以找到“文明各国承认的一般法律原则”（《国际法院规约》第 38 条）？,我们寻找仅最文明国家才承认的既定法律原则,我们寻找所有主要法律体系所共有的既定法律原则,我们寻找国际法院和法庭承认的国际法一般原则,我们寻找各国承认的一般法律原则,B,international_law,law
1281,Max 进入了一个迷你店，拔出一把枪，并要求收银员清空收银机。当他紧张地四处张望警察时，收银员伸手试图抢枪。Max 随即扔掉枪，不慎走火，击毙附近一名顾客。Max 被指控一级谋杀。他可能会,被判无罪，因为他缺乏一级谋杀所需的必要意图。,被判无罪，因为收银员的行为是死亡的直接原因。,被判有罪，因为任何因重罪的自然而可能引起的死亡都构成一级谋杀。,被判有罪，因为使用致命武器意味着有意造成严重身体伤害。,C,professional_law,law
29,《维也纳条约法公约》(VCLT) 所述的“条约”是指什么？,条约是国家、国际组织和非国家实体（如公司）之间缔结的所有协定,条约是国家之间以书面形式缔结并受国际法制约的协定,条约是国家之间的书面和口头协定,条约是国家之间以书面形式缔结的受国际法或国内法管辖的协定,B,international_law,law
1116,一男子开着新车在一条昏暗的道路上行驶，他开着远光灯来照亮道路。当他看到另一辆车的前大灯出现在远处时，他伸手去关远光灯。但前大灯不是从远光灯变成近光灯，而是全部熄灭。该男子不断尝试打开车灯，但均以失败告终。他撞上了另一辆车，并因此受伤。该男子对其汽车前大灯控制器的制造商、汽车的制造商以及汽车的经销商提起诉讼。若该男子能够证明是控制器的缺陷导致事故，那么他可以从哪里获得赔偿？,只有汽车制造商和汽车经销商。,只有汽车制造商。,只有前大灯控制器制造商和汽车制造商。,全部三名被告。,D,professional_law,law
154,"一个土地所有者立约以 100,000 美元（当时的市场公允价值）将土地出售给一个买方。当一次意外的分区变更导致该土地在执行期的公允市场价值提高到 150,000 美元时，所有者拒绝完成交易。买方希望避免诉讼，就把合同以公平交易条款转让给了一位投资人（合同并未禁止这种转让）。投资人在地产买卖方面具有丰富的经验。投资人向买方支付了 25,000 美元。投资人知道所有人拒绝完成交易，而且所有者在投资人发出请求后仍继续拒绝完成交易。投资人起诉所有者要求强制履约。谁可能会胜诉？",投资人，因为地产合同原始买方的受让人在这种情况下有权享受强制履行。,投资人，因为她已选择放弃由分区变更导致的所有者缺乏可转让产权这一情况。,所有者，因为投资人不是未经他通知的善意受让人，因此不是清白无辜的。,所有者，因为投资人（在买卖地产方面有丰富经验）有权享受损害赔偿金，而无权享受强制履行。,A,professional_law,law
1072,一位作家的最新小说在评论界引起了一场争论，争论的焦点是书中的性描写和画面是否构成淫秽。当出版商准备发行这本书时，某州的道德委员会负责人联系她，告诉她这本书是淫秽书，她应该收集所有副本并上交政府没收。他还告知她，委员会正在将该书列入零售商不得买卖的淫秽作品名单。她回答说，已经有几十家零售商拿到了这本书，用于开业当天的促销活动。委员会没收了零售商的所有书籍并将其销毁，没有为作者或出版商提供任何正当程序保障。作者和出版商对此案提出上诉，最终获得了美国最高法院签发的调审令。法院是否会支持宣布该书为淫秽书刊并禁止其发行的程序？,是，如果当局认定该书为淫秽书刊，为保护公众，他们可以没收并阻止其传播。,是，因为地方当局有权决定当地的“社会道德”标准，所以可以在书籍出版前确定其是否为淫秽作品。,否，该州必须先让出版商和作者在地方法官面前预审，以确定该书是否淫秽。,否，该州不能对出版材料行使预先制约，因为这会对言论自由产生寒蝉效应；在认定作品为淫秽作品之前，需要进行全面的司法认定，包括刑事审判。,D,professional_law,law
18,"Rainmaking Lawfirm 律师事务所定期从目录中采购办公用品。经理 Marty 看到了 Costco 的广告目录，写着 10,000 封信封，售价为 1,000 美元 CIF。他立即下了一份采购单，其中注明：“我们律师事务所接受您的 1,000 美元报价，以 1,000 美元 CIF 价格购买 10,000 封信封”Costco 随后向 Rainmaking 发送了一份订单确认书，其中注明：“接受信封订单条件是支付每千封信封 50 美元的装载费用。”如果各方对正当合同关系存在分歧，法院可能会裁定：","根据报价条款 CIF（成本、保险和运费，包括所有装载费用），合同价格为1,000 美元。","合同价格为 1,500 美元，因为装载费用应包括在内。",不存在合同，因为订单确认是一种反要约且未被接受。,不存在合同，因为采购订单是要约且不能偏离镜像原则。,C,professional_law,law
1373,一名男子因入室盗窃被捕入狱。当警方试图询问他时，这名男子援引了他的米兰达权利，并拒绝回答任何问题。这名男子随后接受了审判，被判犯有入室盗窃罪并被判处监禁。三年后，在这名男子为入室盗窃罪服刑期间，一名来自附近城镇的警探询问了他有关一起未破获的凶杀案。这名警探不知道这名男子早先曾援引米兰达权利。这名男子放弃了米兰达权利并对警探做了几个归罪陈述。后来他被控凶杀罪时，这名男子要求排除这些陈述，声称他早先拒绝放弃米兰达权利的行为应该被尊重。法院是否应该排除这些陈述？,否，警探不知道这名男子最初曾行使过他的米兰达权利。,否，因为男子先前行使米兰达权利并不妨碍后来的审讯。,是，因为男子先前行使了他的米兰达权利，警方即使过了数年也不得重新开始询问。,是，因为这名男子被监禁，他早前行使了米兰达权利使他免受进一步询问，直到他被释放。,B,professional_law,law
400,一个犯罪行为人犯了教唆罪。关于教唆罪，以下哪一项不适用于教唆罪？,是两个或更多人之间达成的犯罪约定。,是教唆他人实施重罪。,除了教唆行为外，不需要其他行为。,避让通常不是一种辩护理由。,A,professional_law,law
977,"James 以 100,000 美元的价格向 Fred 发出一份出售土地的书面要约。在这份要约中，James 表示，“本要约在十天内不得撤销”。该要约于 4 月 1 日签署，4 月 3 日邮寄给 Fred。Fred 在 4 月 5 日收到。以下哪项是正确的？",Fred 在 4 月 10 日的无条件接受不会形成合同。,如果 James 在 4 月 4 日死亡，Fred 于 4 月 5 日接受不会形成合同。,"Fred 在 4 月 5 日声明“我接受你的要约，但只支付 90,000 美元”，这就订立了合同。",Fred 在 4 月 15 日的无条件接受不会形成合同。,B,professional_law,law
115,根据条约法，条约的保留何时被视为无效？,当大多数缔约国反对时，条约的保留无效,条约的保留只有在国际法庭认定无效时才无效,条约的保留只有在不符合国际法强制性规范（绝对法）时才无效,与条约目的和宗旨相抵触的保留无效,D,international_law,law
913,一对夫妻卷入了一场有争议的离婚和子女监护权争夺战。由于不了解诉讼辩护制度，他们一起拜访了一位家庭法律师进行初步咨询。该律师告诉他们，他不能同时担任他们两人的辩护律师。妻子找到了另一位律师。庭审期间，妻子的律师传唤妻子出庭作证。她说，在她和丈夫向他的律师进行初步咨询期间，她趁丈夫去洗手间时私下告诉律师，丈夫有严重的酗酒问题，这也是她要求离婚并获得孩子监护权的主要原因之一。在丈夫的律师提出异议后，妻子的证词应,予以采信，因为双方处于分居状态，配偶特权不适用。,予以采信，因为夫妻交谈守密特权不适用于涉及本案双方的诉讼。,被排除，因为妻子没有资格就夫妻交谈守密特权作证，因为她不享有该特权。,被排除，因为在共同咨询期间作出的保密陈述属于客户与其律师之间享有特权保护的通信。,B,professional_law,law
